,Unnamed: 0_x,Month,N_staff,Tot_Donations (CHF),N_Esupporters,N_volunteers,N_activities,Activity_id,Unnamed: 0_y,Tot_budget,Tot_cost,n_beneficiaries,n_volunteers,n_staff,beneficiary_id,beneficiary_dropout,Unnamed: 0,id,gender,age,education,start_field,end_field
66,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,805,1,805.0,805.0,F,21.0,Bachelor,IT,IT
67,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1206,1,1206.0,1206.0,F,36.0,Master,IT,IT
68,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1747,0,1747.0,1747.0,F,46.0,HighSchool,Hospitality,Hospitality
69,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,70,0,70.0,70.0,M,44.0,Bachelor,Media,Media
70,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,983,0,983.0,983.0,F,36.0,Bachelor,Business,Business
71,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,497,1,497.0,497.0,F,34.0,HighSchool,Business,Business
72,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1523,0,1523.0,1523.0,F,20.0,Master,Engineering,IT
73,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1633,1,1633.0,1633.0,F,36.0,HighSchool,Science,Science
74,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,827,1,827.0,827.0,NS,35.0,PhD,Business,Business
75,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,848,0,848.0,848.0,F,35.0,PhD,Business,Business
76,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1361,0,1361.0,1361.0,M,30.0,Master,Science,Science
77,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,354,1,354.0,354.0,F,59.0,PhD,Science,IT
78,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,751,1,751.0,751.0,F,32.0,PhD,IT,IT
79,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1123,1,1123.0,1123.0,F,38.0,HighSchool,Science,Science
80,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1439,0,1439.0,1439.0,F,39.0,Master,Science,Science
81,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1588,0,1588.0,1588.0,F,38.0,Bachelor,Business,Business
82,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1381,0,1381.0,1381.0,F,30.0,Bachelor,Management,Management
83,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1511,0,1511.0,1511.0,M,32.0,Master,Science,Science
84,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,767,0,767.0,767.0,F,45.0,Master,Business,Business
85,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,177,0,177.0,177.0,F,52.0,PhD,IT,IT
86,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,898,0,898.0,898.0,F,39.0,PhD,Science,IT
87,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1359,0,1359.0,1359.0,F,35.0,Master,Science,Science
88,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1041,0,1041.0,1041.0,F,36.0,PhD,Hospitality,Hospitality
89,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,221,0,221.0,221.0,F,28.0,Master,Media,Media
90,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1594,0,1594.0,1594.0,F,50.0,PhD,Science,Science
91,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,335,0,335.0,335.0,M,34.0,PhD,Engineering,IT
92,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1066,1,1066.0,1066.0,F,48.0,HighSchool,Science,IT
93,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1720,1,1720.0,1720.0,M,38.0,Master,IT,IT
94,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,758,0,758.0,758.0,NS,32.0,PhD,IT,IT
95,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1002,0,1002.0,1002.0,F,50.0,Master,Education,IT
96,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1500,0,1500.0,1500.0,M,43.0,Master,Education,Education
97,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,60,1,60.0,60.0,F,53.0,PhD,Education,Education
98,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,961,1,961.0,961.0,M,30.0,HighSchool,Business,Business
99,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,89,0,89.0,89.0,F,52.0,HighSchool,Law,Law
100,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,631,0,631.0,631.0,NS,30.0,PhD,Science,Science
101,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1440,0,1440.0,1440.0,nonbinary,31.0,PhD,Media,Media
102,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1737,1,1737.0,1737.0,NS,35.0,Bachelor,IT,IT
103,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1259,1,1259.0,1259.0,nonbinary,32.0,Bachelor,Engineering,IT
104,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1214,0,1214.0,1214.0,nonbinary,40.0,Master,Media,Media
105,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1184,1,1184.0,1184.0,M,51.0,PhD,Education,Education
106,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,806,0,806.0,806.0,F,29.0,PhD,Law,Law
107,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1325,0,1325.0,1325.0,F,40.0,Master,Education,IT
108,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,348,1,348.0,348.0,F,21.0,Master,Media,Media
109,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,345,0,345.0,345.0,nonbinary,21.0,Master,IT,IT
110,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1028,1,1028.0,1028.0,F,35.0,Bachelor,IT,IT
111,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,464,0,464.0,464.0,M,30.0,Bachelor,Education,IT
112,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,25,0,25.0,25.0,F,24.0,Bachelor,Hospitality,Hospitality
113,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1578,1,1578.0,1578.0,M,57.0,Master,Education,Education
114,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,408,0,408.0,408.0,F,32.0,HighSchool,IT,IT
115,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1105,1,1105.0,1105.0,M,42.0,Master,IT,IT
116,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1884,0,1884.0,1884.0,NS,23.0,Master,Education,Education
117,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,1122,1,1122.0,1122.0,NS,23.0,Bachelor,IT,IT
118,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,475,0,475.0,475.0,F,38.0,Bachelor,Science,Science
119,0,January,5,2743.0,2.0,13,2,0,0,18000,18180.37189981426,113,8,5,828,0,828.0,828.0,M,30.0,PhD,IT,IT
120,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1052,0,1052.0,1052.0,F,36.0,PhD,IT,IT
121,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,704,0,704.0,704.0,F,26.0,Master,Media,Media
122,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1950,0,1950.0,1950.0,F,45.0,Master,Business,Business
123,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1735,1,1735.0,1735.0,F,30.0,HighSchool,Business,Business
124,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1183,0,1183.0,1183.0,F,32.0,HighSchool,Education,Education
125,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,723,0,723.0,723.0,F,31.0,Master,Education,IT
126,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,940,0,940.0,940.0,F,27.0,Master,Farming,Farming
127,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1863,0,1863.0,1863.0,F,44.0,HighSchool,Business,Business
128,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,551,0,551.0,551.0,nonbinary,27.0,Bachelor,IT,IT
129,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1350,0,1350.0,1350.0,F,37.0,PhD,Science,Science
130,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1122,0,1122.0,1122.0,NS,23.0,Bachelor,IT,IT
131,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1247,0,1247.0,1247.0,F,36.0,PhD,Health,Health
132,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1960,0,1960.0,1960.0,M,23.0,PhD,IT,IT
133,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1493,0,1493.0,1493.0,F,48.0,PhD,Engineering,Engineering
134,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,11,0,11.0,11.0,nonbinary,23.0,Master,Hospitality,Hospitality
135,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,785,0,785.0,785.0,F,50.0,PhD,Health,Health
136,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1604,0,1604.0,1604.0,F,32.0,Bachelor,Education,Education
137,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1755,0,1755.0,1755.0,F,34.0,Bachelor,IT,IT
138,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1680,0,1680.0,1680.0,F,30.0,PhD,Science,Science
139,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1955,0,1955.0,1955.0,F,40.0,PhD,IT,IT
140,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1814,0,1814.0,1814.0,F,39.0,HighSchool,Education,Education
141,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1921,0,1921.0,1921.0,M,33.0,Bachelor,Science,Science
142,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1516,0,1516.0,1516.0,F,23.0,Bachelor,Engineering,Engineering
143,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1049,1,1049.0,1049.0,F,65.0,PhD,Science,Science
144,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1657,0,1657.0,1657.0,NS,36.0,Master,IT,IT
145,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,264,0,264.0,264.0,nonbinary,31.0,Master,Hospitality,Hospitality
146,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1062,0,1062.0,1062.0,nonbinary,30.0,PhD,IT,IT
147,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1592,0,1592.0,1592.0,F,71.0,Master,Engineering,Engineering
148,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1149,0,1149.0,1149.0,F,32.0,HighSchool,Engineering,IT
149,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,420,0,420.0,420.0,F,36.0,Master,IT,IT
150,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,872,0,872.0,872.0,F,33.0,Bachelor,IT,IT
151,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1945,0,1945.0,1945.0,F,51.0,Master,Education,Education
152,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,114,0,114.0,114.0,F,37.0,Master,IT,IT
153,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,985,0,985.0,985.0,M,33.0,Bachelor,IT,IT
154,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1781,0,1781.0,1781.0,F,54.0,PhD,Science,Science
155,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,746,1,746.0,746.0,F,39.0,PhD,Hospitality,Hospitality
156,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1167,0,1167.0,1167.0,F,39.0,Master,Science,Science
157,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1135,0,1135.0,1135.0,M,20.0,PhD,Education,Education
158,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,409,0,409.0,409.0,M,31.0,Bachelor,Engineering,IT
159,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1927,0,1927.0,1927.0,F,60.0,Bachelor,Business,Business
160,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1033,0,1033.0,1033.0,F,37.0,Bachelor,Hospitality,Hospitality
161,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,846,0,846.0,846.0,NS,39.0,Bachelor,IT,IT
162,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,993,1,993.0,993.0,M,34.0,Bachelor,Business,Business
163,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1665,0,1665.0,1665.0,NS,38.0,Bachelor,Engineering,Engineering
164,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,730,1,730.0,730.0,F,26.0,Master,Business,Business
165,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,848,1,848.0,848.0,F,35.0,PhD,Business,Business
166,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,708,0,708.0,708.0,M,27.0,Master,Science,Science
167,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,3,0,3.0,3.0,NS,49.0,PhD,Science,IT
168,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1102,0,1102.0,1102.0,F,42.0,PhD,Administration,Administration
169,0,January,5,2743.0,2.0,13,2,1,1,13000,8664.416713323155,42,2,4,1106,0,1106.0,1106.0,F,20.0,Master,IT,IT
170,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,185,1,185.0,185.0,F,50.0,PhD,Hospitality,Hospitality
171,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,1335,1,1335.0,1335.0,F,22.0,HighSchool,IT,IT
172,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,1176,0,1176.0,1176.0,NS,21.0,PhD,Business,Business
173,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,1317,0,1317.0,1317.0,nonbinary,37.0,Master,IT,IT
174,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,694,0,694.0,694.0,M,36.0,HighSchool,Business,Business
175,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,1926,0,1926.0,1926.0,M,31.0,Bachelor,IT,IT
176,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,465,0,465.0,465.0,F,35.0,Bachelor,IT,IT
177,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,799,1,799.0,799.0,M,34.0,PhD,Management,Management
178,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,1979,0,1979.0,1979.0,NS,34.0,Bachelor,Law,Law
179,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,628,0,628.0,628.0,F,41.0,Master,Science,Science
180,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,84,0,84.0,84.0,M,48.0,PhD,Science,IT
181,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,670,1,670.0,670.0,F,40.0,PhD,Science,Science
182,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,382,0,382.0,382.0,F,37.0,Master,Engineering,IT
183,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,648,0,648.0,648.0,F,42.0,PhD,IT,IT
184,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,1623,1,1623.0,1623.0,F,40.0,Master,IT,IT
185,1,February,8,2828.0,4.0,5,5,0,2,20000,18332.025127448025,111,8,5,1734,0,1734.0,1734.0,F,35.0,Bachelor,Science,Science
